order_id,date,product_id,region,customer_segment,channel,quantity,revenue
ORD0000040,2026-01-01,P014,North,Regular,Online,2,44054.37
ORD0000041,2026-01-01,P006,North,Budget,Marketplace,1,8818.48
ORD0000042,2026-01-01,P045,North,Regular,Marketplace,1,25722.08
ORD0000043,2026-01-01,P008,North,Regular,Online,1,39502.67
ORD0000044,2026-01-01,P010,North,Budget,Store,2,110464.59
ORD0000045,2026-01-01,P018,North,Premium,Marketplace,2,79904.63
ORD0000046,2026-01-01,P049,North,Regular,Store,4,18001.92
ORD0000047,2026-01-01,P042,North,Budget,Marketplace,2,47919.7
ORD0000048,2026-01-01,P027,North,Regular,Mobile App,1,672.41
ORD0000049,2026-01-01,P035,North,Regular,Store,3,21395.81
ORD0000050,2026-01-01,P009,North,Premium,Mobile App,1,1831.64
ORD0000051,2026-01-01,P020,North,Budget,Mobile App,2,29828.8
ORD0000052,2026-01-01,P040,North,Budget,Online,2,7652.45
ORD0000053,2026-01-01,P002,North,Regular,Store,1,65986.95
ORD0000054,2026-01-01,P013,North,Regular,Online,3,29025.92
ORD0000055,2026-01-01,P003,North,Budget,Online,2,108352.95
ORD0000056,2026-01-01,P035,North,Budget,Mobile App,2,15440.62
ORD0000057,2026-01-01,P026,North,Regular,Online,1,34670.58
ORD0000058,2026-01-01,P007,North,Regular,Mobile App,1,5051.58
ORD0000059,2026-01-01,P044,North,Regular,Marketplace,1,7120.21
ORD0000060,2026-01-01,P018,North,Enterprise,Marketplace,1,40616.74
ORD0000061,2026-01-01,P048,North,Regular,Marketplace,1,42820.4
ORD0000062,2026-01-01,P020,North,Regular,Online,1,15077.97
ORD0000063,2026-01-01,P037,North,Regular,Mobile App,1,14650.27
ORD0000064,2026-01-01,P028,North,Regular,Online,1,1591.63
ORD0000065,2026-01-01,P046,North,Regular,Online,1,51733.44
ORD0000066,2026-01-01,P038,North,Regular,Marketplace,3,1061.64
ORD0000067,2026-01-01,P050,North,Premium,Online,1,1853.64
ORD0000068,2026-01-01,P050,North,Regular,Online,1,1703.92
ORD0000069,2026-01-01,P040,North,Regular,Mobile App,1,3855.95
ORD0000070,2026-01-01,P031,North,Premium,Marketplace,1,3714.39
ORD0000071,2026-01-01,P014,North,Budget,Marketplace,3,66537.75
ORD0000072,2026-01-01,P004,North,Premium,Mobile App,1,1734.48
ORD0000073,2026-01-01,P023,North,Regular,Marketplace,2,7973.04
ORD0000074,2026-01-01,P003,North,Regular,Marketplace,1,57016.66
ORD0000075,2026-01-01,P028,North,Regular,Online,1,1587.09
ORD0000076,2026-01-01,P027,North,Enterprise,Mobile App,2,1271.31
ORD0000077,2026-01-01,P007,North,Regular,Marketplace,1,4512.21
ORD0000078,2026-01-01,P046,North,Regular,Marketplace,3,152993.43
ORD0000079,2026-01-01,P048,North,Enterprise,Marketplace,4,163214.46
ORD0000080,2026-01-01,P010,North,Regular,Online,1,51725.01
ORD0000081,2026-01-01,P028,North,Regular,Marketplace,2,3142.75
ORD0000082,2026-01-01,P023,North,Regular,Marketplace,2,7733.76
ORD0000083,2026-01-01,P023,North,Enterprise,Online,4,15199.46
ORD0000084,2026-01-01,P040,North,Enterprise,Mobile App,2,7253.0
ORD0000085,2026-01-01,P045,North,Regular,Marketplace,1,25440.32
ORD0000086,2026-01-01,P044,North,Budget,Mobile App,1,6658.4
ORD0000087,2026-01-01,P036,North,Budget,Marketplace,4,226911.61
ORD0000088,2026-01-01,P001,North,Regular,Store,3,3566.15
ORD0000089,2026-01-01,P045,North,Enterprise,Marketplace,1,24042.4
ORD0000090,2026-01-01,P026,North,Budget,Online,1,35760.01
ORD0000091,2026-01-01,P006,North,Budget,Online,2,17251.47
ORD0000092,2026-01-01,P033,North,Regular,Online,1,636.74
ORD0000093,2026-01-01,P024,North,Regular,Store,2,62425.75
ORD0000094,2026-01-01,P024,North,Regular,Online,3,90730.58
ORD0000095,2026-01-01,P031,North,Enterprise,Mobile App,1,3762.15
ORD0000096,2026-01-01,P018,North,Budget,Online,1,43487.84
ORD0000097,2026-01-01,P003,North,Budget,Online,1,54528.06
ORD0000098,2026-01-01,P010,North,Budget,Mobile App,1,52587.17
ORD0000099,2026-01-01,P020,North,Budget,Online,1,13418.43
ORD0000100,2026-01-01,P046,North,Regular,Online,1,51509.88
ORD0000101,2026-01-01,P027,North,Regular,Marketplace,1,654.13
ORD0000102,2026-01-01,P003,North,Regular,Marketplace,1,54052.97
ORD0000103,2026-01-01,P044,North,Budget,Online,3,20077.68
ORD0000104,2026-01-01,P004,North,Regular,Marketplace,1,1669.08
ORD0000105,2026-01-01,P044,North,Budget,Mobile App,1,7141.51
ORD0000106,2026-01-01,P027,North,Budget,Online,1,615.97
ORD0000107,2026-01-01,P013,North,Regular,Marketplace,1,9286.0
ORD0000108,2026-01-01,P020,North,Budget,Online,1,13828.35
ORD0000109,2026-01-01,P035,North,Premium,Marketplace,1,7400.31
ORD0000110,2026-01-01,P003,North,Enterprise,Online,1,55467.73
ORD0000111,2026-01-01,P036,North,Regular,Marketplace,1,56319.64
ORD0000112,2026-01-01,P046,North,Premium,Marketplace,1,50546.48
ORD0000113,2026-01-01,P039,North,Regular,Online,1,4248.02
ORD0000114,2026-01-01,P012,North,Budget,Online,1,2868.97
ORD0000115,2026-01-01,P003,North,Premium,Marketplace,2,108833.03
ORD0000116,2026-01-01,P040,North,Regular,Online,1,3501.15
ORD0000117,2026-01-01,P019,North,Regular,Online,1,33720.2
ORD0000118,2026-01-01,P026,North,Budget,Marketplace,1,35428.52
ORD0000119,2026-01-01,P023,North,Enterprise,Mobile App,1,3724.88
ORD0000120,2026-01-01,P009,North,Budget,Marketplace,2,3513.09
ORD0000121,2026-01-01,P001,North,Regular,Store,1,1147.9
ORD0000122,2026-01-01,P001,North,Regular,Mobile App,1,1099.22
ORD0000123,2026-01-01,P046,North,Budget,Marketplace,1,50283.04
ORD0000124,2026-01-01,P003,North,Regular,Online,1,56972.59
ORD0000125,2026-01-01,P007,North,Regular,Mobile App,1,4685.99
ORD0000126,2026-01-01,P041,North,Enterprise,Online,1,1292.27
ORD0000127,2026-01-01,P016,North,Regular,Mobile App,4,4988.79
ORD0000128,2026-01-01,P023,North,Budget,Online,3,12386.76
ORD0000129,2026-01-01,P030,North,Regular,Marketplace,1,1290.08
ORD0000130,2026-01-01,P003,North,Regular,Online,2,106935.71
ORD0000131,2026-01-01,P009,North,Regular,Marketplace,1,1777.29
ORD0000132,2026-01-01,P030,North,Budget,Marketplace,2,2667.06
ORD0000133,2026-01-01,P004,North,Enterprise,Marketplace,2,3394.24
ORD0000134,2026-01-01,P032,North,Budget,Marketplace,1,9355.55
ORD0000135,2026-01-01,P010,North,Budget,Online,2,105736.18
ORD0000136,2026-01-01,P041,North,Regular,Online,2,2647.94
ORD0000137,2026-01-01,P039,North,Premium,Mobile App,2,7897.98
ORD0000138,2026-01-01,P029,North,Budget,Online,2,3354.57
ORD0000139,2026-01-01,P004,North,Budget,Online,3,5515.98
ORD0000140,2026-01-01,P012,North,Regular,Mobile App,1,2967.78
ORD0000141,2026-01-01,P007,North,Regular,Online,1,4822.56
ORD0000142,2026-01-01,P025,North,Budget,Marketplace,1,5776.01
ORD0000143,2026-01-01,P023,North,Premium,Online,1,3754.21
ORD0000144,2026-01-01,P013,North,Regular,Mobile App,1,9361.19
ORD0000145,2026-01-01,P026,North,Premium,Mobile App,1,33142.05
ORD0000146,2026-01-01,P014,North,Regular,Online,1,21059.17
ORD0000147,2026-01-01,P028,North,Regular,Mobile App,1,1556.71
ORD0000148,2026-01-01,P010,North,Regular,Online,1,55946.64
ORD0000149,2026-01-01,P003,North,Regular,Marketplace,1,57764.41
ORD0000150,2026-01-01,P019,South,Budget,Online,2,70405.93
ORD0000151,2026-01-01,P026,South,Budget,Online,3,99561.1
ORD0000152,2026-01-01,P023,South,Budget,Store,1,3899.66
ORD0000153,2026-01-01,P038,South,Premium,Online,3,1085.92
ORD0000154,2026-01-01,P048,South,Regular,Online,1,39475.6
ORD0000155,2026-01-01,P021,South,Budget,Online,1,28297.76
ORD0000156,2026-01-01,P047,South,Enterprise,Online,1,2028.41
ORD0000157,2026-01-01,P028,South,Regular,Online,2,2887.38
ORD0000158,2026-01-01,P015,South,Budget,Online,1,2577.79
ORD0000159,2026-01-01,P023,South,Regular,Online,1,4032.73
ORD0000160,2026-01-01,P040,South,Regular,Online,3,10663.65
ORD0000161,2026-01-01,P036,South,Regular,Mobile App,1,57752.17
ORD0000162,2026-01-01,P010,South,Budget,Mobile App,3,151957.67
ORD0000163,2026-01-01,P042,South,Regular,Online,1,21241.98
ORD0000164,2026-01-01,P001,South,Regular,Store,2,2166.62
ORD0000165,2026-01-01,P003,South,Regular,Marketplace,1,53634.02
ORD0000166,2026-01-01,P003,South,Enterprise,Mobile App,1,57597.66
ORD0000167,2026-01-01,P045,South,Enterprise,Mobile App,1,25192.95
ORD0000168,2026-01-01,P021,South,Budget,Marketplace,1,28812.83
ORD0000169,2026-01-01,P044,South,Regular,Mobile App,1,6954.64
ORD0000170,2026-01-01,P042,South,Budget,Mobile App,3,69075.84
ORD0000171,2026-01-01,P030,South,Regular,Marketplace,1,1331.99
ORD0000172,2026-01-01,P023,South,Regular,Online,1,3723.14
ORD0000173,2026-01-01,P038,South,Regular,Online,1,371.75
ORD0000174,2026-01-01,P003,South,Regular,Online,1,56588.0
ORD0000175,2026-01-01,P019,South,Regular,Mobile App,2,70834.85
ORD0000176,2026-01-01,P028,South,Regular,Online,1,1541.59
ORD0000177,2026-01-01,P032,South,Regular,Mobile App,3,27121.06
ORD0000178,2026-01-01,P023,South,Budget,Online,1,3834.74
ORD0000179,2026-01-01,P010,South,Regular,Mobile App,1,52708.62
ORD0000180,2026-01-01,P014,South,Regular,Marketplace,1,20037.2
ORD0000181,2026-01-01,P010,South,Budget,Marketplace,4,200552.54
ORD0000182,2026-01-01,P014,South,Regular,Store,2,44615.49
ORD0000183,2026-01-01,P018,South,Regular,Mobile App,2,79086.6
ORD0000184,2026-01-01,P010,South,Regular,Store,2,102178.66
ORD0000185,2026-01-01,P026,South,Regular,Mobile App,2,69342.59
ORD0000186,2026-01-01,P014,South,Premium,Mobile App,1,21492.81
ORD0000187,2026-01-01,P011,South,Regular,Store,1,150.25
ORD0000188,2026-01-01,P044,South,Regular,Marketplace,1,6975.83
ORD0000189,2026-01-01,P003,South,Regular,Marketplace,1,53161.14
ORD0000190,2026-01-01,P014,South,Enterprise,Mobile App,1,20344.84
ORD0000191,2026-01-01,P016,South,Regular,Online,3,3652.13
ORD0000192,2026-01-01,P040,South,Regular,Online,1,3524.82
ORD0000193,2026-01-01,P017,South,Budget,Online,1,27924.98
ORD0000194,2026-01-01,P011,South,Regular,Online,1,150.97
ORD0000195,2026-01-01,P007,South,Regular,Online,1,5042.09
ORD0000196,2026-01-01,P015,South,Regular,Marketplace,3,8003.78
ORD0000197,2026-01-01,P021,South,Regular,Online,2,54315.45
ORD0000198,2026-01-01,P048,South,Regular,Online,1,38993.22
ORD0000199,2026-01-01,P044,South,Enterprise,Marketplace,1,6610.87
ORD0000200,2026-01-01,P032,South,Premium,Online,1,8867.56
ORD0000201,2026-01-01,P004,South,Regular,Marketplace,1,1823.59
ORD0000202,2026-01-01,P048,South,Regular,Mobile App,1,41591.09
ORD0000203,2026-01-01,P028,South,Budget,Online,1,1538.52
ORD0000204,2026-01-01,P023,South,Regular,Mobile App,2,8185.72
ORD0000205,2026-01-01,P023,South,Budget,Mobile App,1,4061.13
ORD0000206,2026-01-01,P024,South,Premium,Online,1,29325.09
ORD0000207,2026-01-01,P026,South,Regular,Online,2,65184.33
ORD0000208,2026-01-01,P041,South,Budget,Mobile App,1,1376.32
ORD0000209,2026-01-01,P025,South,Regular,Online,3,16702.77
ORD0000210,2026-01-01,P038,South,Premium,Online,2,700.03
ORD0000211,2026-01-01,P024,South,Premium,Online,1,32032.63
ORD0000212,2026-01-01,P033,South,Regular,Online,1,639.15
ORD0000213,2026-01-01,P021,South,Regular,Online,2,56971.03
ORD0000214,2026-01-01,P050,South,Premium,Store,1,1816.72
ORD0000215,2026-01-01,P039,South,Regular,Mobile App,1,4253.95
ORD0000216,2026-01-01,P043,South,Regular,Online,3,11356.12
ORD0000217,2026-01-01,P003,South,Budget,Marketplace,1,57062.18
ORD0000218,2026-01-01,P044,South,Regular,Marketplace,4,27097.79
ORD0000219,2026-01-01,P029,South,Regular,Online,1,1783.49
ORD0000220,2026-01-01,P001,South,Premium,Online,1,1072.1
ORD0000221,2026-01-01,P011,South,Enterprise,Online,2,319.54
ORD0000222,2026-01-01,P045,South,Regular,Store,3,73679.33
ORD0000223,2026-01-01,P034,South,Regular,Store,1,10832.2
ORD0000224,2026-01-01,P048,South,Regular,Store,2,78801.29
ORD0000225,2026-01-01,P033,South,Regular,Marketplace,1,634.38
ORD0000226,2026-01-01,P011,South,Regular,Mobile App,1,147.81
ORD0000227,2026-01-01,P039,South,Regular,Marketplace,2,7977.84
ORD0000228,2026-01-01,P041,South,Regular,Online,1,1310.83
ORD0000229,2026-01-01,P010,South,Budget,Mobile App,3,158492.63
ORD0000230,2026-01-01,P026,South,Enterprise,Store,1,33431.63
ORD0000231,2026-01-01,P035,South,Regular,Mobile App,1,7504.87
ORD0000232,2026-01-01,P001,South,Regular,Online,1,1189.51
ORD0000233,2026-01-01,P050,South,Budget,Online,1,1794.51
ORD0000234,2026-01-01,P045,South,Budget,Online,2,49346.48
ORD0000235,2026-01-01,P032,South,Enterprise,Mobile App,1,9221.26
ORD0000236,2026-01-01,P026,South,Premium,Mobile App,3,98678.06
ORD0000237,2026-01-01,P010,South,Budget,Online,2,108732.1
ORD0000238,2026-01-01,P010,South,Premium,Store,3,150076.23
ORD0000239,2026-01-01,P023,South,Budget,Mobile App,1,4019.05
ORD0000240,2026-01-01,P018,South,Regular,Mobile App,2,83075.31
ORD0000241,2026-01-01,P005,South,Regular,Mobile App,1,1610.14
ORD0000242,2026-01-01,P022,South,Budget,Store,1,2171.78
ORD0000243,2026-01-01,P029,South,Regular,Mobile App,4,7381.01
ORD0000244,2026-01-01,P004,South,Regular,Online,1,1755.03
ORD0000245,2026-01-01,P008,South,Enterprise,Mobile App,1,39893.3
ORD0000246,2026-01-01,P014,South,Regular,Store,1,20394.35
ORD0000247,2026-01-01,P024,South,Budget,Mobile App,1,31248.15
ORD0000248,2026-01-01,P050,South,Regular,Mobile App,2,3446.96
ORD0000249,2026-01-01,P003,South,Budget,Store,2,103844.91
ORD0000250,2026-01-01,P007,South,Premium,Online,2,9674.21
ORD0000251,2026-01-01,P043,South,Enterprise,Marketplace,1,3697.48
ORD0000252,2026-01-01,P020,South,Budget,Mobile App,1,13927.77
ORD0000253,2026-01-01,P023,South,Enterprise,Mobile App,4,15378.83
ORD0000254,2026-01-01,P040,South,Regular,Store,2,7396.22
ORD0000255,2026-01-01,P008,South,Premium,Mobile App,1,35882.46
ORD0000256,2026-01-01,P048,South,Regular,Mobile App,1,40461.38
ORD0000257,2026-01-01,P036,South,Budget,Marketplace,1,62284.23
ORD0000258,2026-01-01,P017,South,Regular,Online,1,28735.1
ORD0000259,2026-01-01,P047,South,Regular,Marketplace,3,5808.66
ORD0000260,2026-01-01,P015,South,Regular,Marketplace,2,5532.27
ORD0000261,2026-01-01,P034,South,Regular,Online,1,10493.91
ORD0000262,2026-01-01,P035,South,Regular,Store,3,21901.79
ORD0000263,2026-01-01,P020,South,Budget,Marketplace,1,14391.06
ORD0000264,2026-01-01,P003,South,Regular,Online,2,116299.27
ORD0000265,2026-01-01,P015,South,Regular,Online,3,8328.65
ORD0000266,2026-01-01,P050,South,Regular,Marketplace,1,1905.79
ORD0000267,2026-01-01,P038,South,Regular,Marketplace,1,350.81
ORD0000268,2026-01-01,P027,South,Premium,Online,3,1993.44
ORD0000269,2026-01-01,P014,South,Budget,Mobile App,1,21622.12
ORD0000270,2026-01-01,P018,South,Budget,Marketplace,2,83815.81
ORD0000271,2026-01-01,P038,East,Regular,Marketplace,1,371.94
ORD0000272,2026-01-01,P021,East,Premium,Online,1,27544.32
ORD0000273,2026-01-01,P008,East,Budget,Mobile App,1,38342.62
ORD0000274,2026-01-01,P013,East,Regular,Mobile App,1,9233.92
ORD0000275,2026-01-01,P037,East,Regular,Online,1,15010.42
ORD0000276,2026-01-01,P023,East,Budget,Marketplace,1,3677.64
ORD0000277,2026-01-01,P050,East,Budget,Online,1,1810.29
ORD0000278,2026-01-01,P014,East,Enterprise,Store,1,20541.61
ORD0000279,2026-01-01,P003,East,Regular,Mobile App,1,51414.35
ORD0000280,2026-01-01,P019,East,Regular,Online,3,105634.43
ORD0000281,2026-01-01,P030,East,Regular,Online,1,1297.45
ORD0000282,2026-01-01,P031,East,Regular,Marketplace,1,3717.48
ORD0000283,2026-01-01,P006,East,Budget,Online,1,8849.64
ORD0000284,2026-01-01,P025,East,Regular,Marketplace,1,5365.48
ORD0000285,2026-01-01,P038,East,Regular,Online,3,1081.15
ORD0000286,2026-01-01,P027,East,Regular,Online,1,633.29
ORD0000287,2026-01-01,P035,East,Regular,Online,2,14107.15
ORD0000288,2026-01-01,P014,East,Premium,Store,1,22340.35
ORD0000289,2026-01-01,P003,East,Enterprise,Online,1,55910.28
ORD0000290,2026-01-01,P019,East,Regular,Mobile App,2,71923.03
ORD0000291,2026-01-01,P016,East,Budget,Online,1,1271.99
ORD0000292,2026-01-01,P020,East,Budget,Marketplace,1,14425.26
ORD0000293,2026-01-01,P035,East,Budget,Online,1,7396.01
ORD0000294,2026-01-01,P010,East,Budget,Mobile App,2,106921.17
ORD0000295,2026-01-01,P023,East,Budget,Online,1,3966.03
ORD0000296,2026-01-01,P010,East,Budget,Mobile App,1,51274.38
ORD0000297,2026-01-01,P015,East,Regular,Online,4,10764.2
ORD0000298,2026-01-01,P035,East,Regular,Store,2,14473.22
ORD0000299,2026-01-01,P019,East,Premium,Mobile App,2,72469.31
ORD0000300,2026-01-01,P023,East,Budget,Online,2,8005.34
ORD0000301,2026-01-01,P036,East,Enterprise,Online,3,182190.64
ORD0000302,2026-01-01,P008,East,Regular,Mobile App,1,37259.25
ORD0000303,2026-01-01,P019,East,Regular,Online,2,67586.42
ORD0000304,2026-01-01,P006,East,Enterprise,Marketplace,3,26562.58
ORD0000305,2026-01-01,P022,East,Regular,Online,2,4542.64
ORD0000306,2026-01-01,P008,East,Budget,Marketplace,1,37260.55
ORD0000307,2026-01-01,P033,East,Budget,Online,1,643.83
ORD0000308,2026-01-01,P014,East,Regular,Online,1,22233.65
ORD0000309,2026-01-01,P050,East,Budget,Store,1,1766.34
ORD0000310,2026-01-01,P036,East,Premium,Online,1,59129.49
ORD0000311,2026-01-01,P026,East,Regular,Marketplace,2,65911.18
ORD0000312,2026-01-01,P004,East,Regular,Marketplace,1,1751.78
ORD0000313,2026-01-01,P046,East,Regular,Marketplace,1,49101.88
ORD0000314,2026-01-01,P020,East,Regular,Online,2,30029.78
ORD0000315,2026-01-01,P024,East,Premium,Marketplace,1,31148.63
ORD0000316,2026-01-01,P001,East,Regular,Mobile App,1,1124.54
ORD0000317,2026-01-01,P047,East,Premium,Online,1,1871.24
ORD0000318,2026-01-01,P013,East,Premium,Marketplace,2,18893.18
ORD0000319,2026-01-01,P010,East,Regular,Mobile App,2,111968.34
ORD0000320,2026-01-01,P031,East,Enterprise,Mobile App,1,3506.95
ORD0000321,2026-01-01,P004,East,Enterprise,Online,1,1720.11
ORD0000322,2026-01-01,P045,East,Budget,Online,1,25626.97
ORD0000323,2026-01-01,P046,East,Regular,Marketplace,1,48537.69
ORD0000324,2026-01-01,P050,East,Budget,Marketplace,3,5676.01
ORD0000325,2026-01-01,P011,East,Regular,Online,1,159.83
ORD0000326,2026-01-01,P011,East,Regular,Marketplace,1,148.08
ORD0000327,2026-01-01,P038,East,Regular,Marketplace,1,348.86
ORD0000328,2026-01-01,P010,East,Budget,Marketplace,2,106125.94
ORD0000329,2026-01-01,P042,East,Premium,Mobile App,1,21220.44
ORD0000330,2026-01-01,P036,East,Budget,Mobile App,3,184869.23
ORD0000331,2026-01-01,P041,East,Regular,Online,1,1394.52
ORD0000332,2026-01-01,P006,East,Regular,Marketplace,1,9154.57
ORD0000333,2026-01-01,P003,East,Regular,Online,1,54483.3
ORD0000334,2026-01-01,P012,East,Enterprise,Marketplace,1,2739.27
ORD0000335,2026-01-01,P048,East,Premium,Online,1,41869.0
ORD0000336,2026-01-01,P030,East,Regular,Mobile App,1,1302.48
ORD0000337,2026-01-01,P050,East,Regular,Store,1,1698.0
ORD0000338,2026-01-01,P016,East,Regular,Marketplace,4,5194.37
ORD0000339,2026-01-01,P009,East,Budget,Online,3,5271.69
ORD0000340,2026-01-01,P018,East,Premium,Marketplace,3,126838.94
ORD0000341,2026-01-01,P015,East,Premium,Mobile App,1,2866.49
ORD0000342,2026-01-01,P045,East,Regular,Online,1,25521.3
ORD0000343,2026-01-01,P038,East,Budget,Mobile App,1,348.74
ORD0000344,2026-01-01,P029,East,Premium,Marketplace,2,3633.2
ORD0000345,2026-01-01,P002,East,Regular,Online,1,68858.42
ORD0000346,2026-01-01,P044,East,Premium,Mobile App,1,6752.74
ORD0000347,2026-01-01,P010,East,Regular,Online,2,111710.89
ORD0000348,2026-01-01,P029,East,Regular,Mobile App,2,3496.33
ORD0000349,2026-01-01,P012,East,Premium,Mobile App,1,2911.38
ORD0000350,2026-01-01,P048,East,Premium,Mobile App,1,40425.36
ORD0000351,2026-01-01,P019,East,Regular,Online,1,33304.2
ORD0000352,2026-01-01,P019,East,Regular,Mobile App,1,33646.94
ORD0000353,2026-01-01,P023,East,Enterprise,Online,1,3744.63
ORD0000354,2026-01-01,P019,East,Enterprise,Online,1,34545.68
ORD0000355,2026-01-01,P010,East,Regular,Online,1,50044.76
ORD0000356,2026-01-01,P042,East,Regular,Online,1,23991.44
ORD0000357,2026-01-01,P005,East,Premium,Mobile App,2,3404.85
ORD0000358,2026-01-01,P007,East,Budget,Mobile App,4,19827.73
ORD0000359,2026-01-01,P007,East,Regular,Store,2,9592.29
ORD0000360,2026-01-01,P011,East,Premium,Online,3,480.67
ORD0000361,2026-01-01,P018,East,Budget,Online,1,38935.95
ORD0000362,2026-01-01,P038,East,Budget,Online,2,781.65
ORD0000363,2026-01-01,P024,East,Budget,Online,4,119368.85
ORD0000364,2026-01-01,P018,East,Premium,Mobile App,1,41254.95
ORD0000365,2026-01-01,P049,East,Regular,Online,1,4256.68
ORD0000366,2026-01-01,P008,East,Budget,Online,1,38451.62
ORD0000367,2026-01-01,P035,East,Enterprise,Online,2,15071.88
ORD0000368,2026-01-01,P029,East,Premium,Mobile App,1,1694.61
ORD0000369,2026-01-01,P019,East,Budget,Marketplace,1,35821.78
ORD0000370,2026-01-01,P036,East,Regular,Marketplace,1,57719.85
ORD0000371,2026-01-01,P019,East,Regular,Store,1,33704.58
ORD0000372,2026-01-01,P044,East,Budget,Mobile App,2,13423.55
ORD0000373,2026-01-01,P046,East,Regular,Online,1,49156.2
ORD0000374,2026-01-01,P041,East,Regular,Marketplace,3,4029.08
ORD0000375,2026-01-01,P048,East,Regular,Marketplace,1,40144.57
ORD0000376,2026-01-01,P001,East,Budget,Online,1,1208.6
ORD0000377,2026-01-01,P028,East,Budget,Mobile App,1,1566.64
ORD0000378,2026-01-01,P039,East,Regular,Mobile App,2,8258.28
ORD0000379,2026-01-01,P019,East,Regular,Store,3,108227.24
ORD0000380,2026-01-01,P039,East,Regular,Store,1,3831.63
ORD0000381,2026-01-01,P016,East,Regular,Marketplace,1,1301.7
ORD0000382,2026-01-01,P044,East,Regular,Store,1,7057.27
ORD0000383,2026-01-01,P037,East,Budget,Mobile App,1,14742.82
ORD0000384,2026-01-01,P016,East,Regular,Marketplace,1,1357.05
ORD0000385,2026-01-01,P038,East,Regular,Marketplace,1,387.64
ORD0000386,2026-01-01,P048,East,Budget,Online,1,42973.39
ORD0000387,2026-01-01,P002,East,Premium,Online,2,130449.07
ORD0000388,2026-01-01,P032,East,Regular,Online,1,8787.11
ORD0000389,2026-01-01,P039,East,Budget,Store,1,4147.69
ORD0000390,2026-01-01,P008,East,Budget,Online,1,35741.35
ORD0000391,2026-01-01,P045,East,Regular,Store,3,73617.65
ORD0000392,2026-01-01,P029,East,Regular,Marketplace,3,5080.84
ORD0000393,2026-01-01,P003,East,Regular,Mobile App,1,55712.68
ORD0000394,2026-01-01,P022,East,Premium,Marketplace,1,2208.35
ORD0000395,2026-01-01,P003,East,Budget,Mobile App,1,51653.57
ORD0000396,2026-01-01,P015,East,Enterprise,Store,1,2820.48
ORD0000397,2026-01-01,P003,East,Budget,Mobile App,1,56214.41
ORD0000398,2026-01-01,P004,East,Enterprise,Marketplace,1,1708.15
ORD0000399,2026-01-01,P012,East,Regular,Marketplace,3,8141.07
ORD0000400,2026-01-01,P009,East,Budget,Online,1,1753.94
ORD0000401,2026-01-01,P003,East,Regular,Online,2,105482.18
ORD0000402,2026-01-01,P005,East,Premium,Marketplace,1,1518.77
