customer_id,customer_segment
CUST00199,Enterprise
CUST00200,Budget
CUST00201,Regular
CUST00202,Regular
CUST00203,Budget
CUST00204,Regular
CUST00205,Regular
CUST00206,Regular
CUST00207,Enterprise
CUST00208,Budget
CUST00209,Regular
CUST00210,Premium
CUST00211,Regular
CUST00212,Enterprise
CUST00213,Premium
CUST00214,Regular
CUST00215,Budget
CUST00216,Budget
CUST00217,Budget
CUST00218,Budget
CUST00219,Regular
CUST00220,Regular
CUST00221,Budget
CUST00222,Budget
CUST00223,Budget
CUST00224,Enterprise
CUST00225,Regular
CUST00226,Regular
CUST00227,Budget
CUST00228,Regular
CUST00229,Budget
CUST00230,Budget
CUST00231,Budget
CUST00232,Regular
CUST00233,Regular
CUST00234,Premium
CUST00235,Regular
CUST00236,Premium
CUST00237,Regular
CUST00238,Regular
CUST00239,Regular
CUST00240,Regular
CUST00241,Premium
CUST00242,Premium
CUST00243,Budget
CUST00244,Regular
CUST00245,Premium
CUST00246,Regular
CUST00247,Budget
CUST00248,Regular
CUST00249,Regular
CUST00250,Premium
CUST00251,Premium
CUST00252,Regular
CUST00253,Regular
CUST00254,Regular
CUST00255,Budget
CUST00256,Enterprise
CUST00257,Regular
CUST00258,Regular
CUST00259,Budget
CUST00260,Regular
CUST00261,Regular
CUST00262,Premium
CUST00263,Premium
CUST00264,Enterprise
CUST00265,Budget
CUST00266,Budget
CUST00267,Regular
CUST00268,Regular
CUST00269,Regular
CUST00270,Regular
CUST00271,Regular
CUST00272,Budget
CUST00273,Budget
CUST00274,Regular
CUST00275,Enterprise
CUST00276,Budget
CUST00277,Regular
CUST00278,Regular
CUST00279,Regular
CUST00280,Regular
CUST00281,Regular
CUST00282,Budget
CUST00283,Premium
CUST00284,Premium
CUST00285,Premium
CUST00286,Premium
CUST00287,Budget
CUST00288,Budget
CUST00289,Regular
CUST00290,Premium
CUST00291,Regular
CUST00292,Regular
CUST00293,Regular
CUST00294,Regular
CUST00295,Regular
CUST00296,Regular
CUST00297,Regular
CUST00298,Premium
CUST00299,Regular
CUST00300,Regular
CUST00301,Regular
CUST00302,Budget
CUST00303,Budget
CUST00304,Regular
CUST00305,Premium
CUST00306,Regular
CUST00307,Premium
CUST00308,Regular
CUST00309,Enterprise
CUST00310,Regular
CUST00311,Regular
CUST00312,Regular
CUST00313,Regular
CUST00314,Regular
CUST00315,Enterprise
CUST00316,Regular
CUST00317,Enterprise
CUST00318,Enterprise
CUST00319,Regular
CUST00320,Premium
CUST00321,Premium
CUST00322,Premium
CUST00323,Premium
CUST00324,Budget
CUST00325,Premium
CUST00326,Regular
CUST00327,Budget
CUST00328,Premium
CUST00329,Budget
CUST00330,Regular
CUST00331,Premium
CUST00332,Budget
CUST00333,Regular
CUST00334,Budget
CUST00335,Budget
CUST00336,Budget
CUST00337,Regular
CUST00338,Regular
CUST00339,Budget
CUST00340,Budget
CUST00341,Enterprise
CUST00342,Regular
CUST00343,Regular
CUST00344,Budget
CUST00345,Regular
CUST00346,Enterprise
CUST00347,Budget
CUST00348,Regular
CUST00349,Budget
CUST00350,Budget
CUST00351,Premium
CUST00352,Enterprise
CUST00353,Regular
CUST00354,Budget
CUST00355,Regular
CUST00356,Budget
CUST00357,Regular
CUST00358,Premium
CUST00359,Enterprise
CUST00360,Premium
CUST00361,Regular
CUST00362,Enterprise
CUST00363,Enterprise
CUST00364,Regular
CUST00365,Regular
CUST00366,Regular
CUST00367,Regular
CUST00368,Regular
CUST00369,Budget
CUST00370,Budget
CUST00371,Budget
CUST00372,Budget
CUST00373,Premium
CUST00374,Regular
CUST00375,Premium
CUST00376,Regular
CUST00377,Regular
CUST00378,Budget
CUST00379,Regular
CUST00380,Premium
CUST00381,Premium
CUST00382,Budget
CUST00383,Regular
CUST00384,Premium
CUST00385,Premium
CUST00386,Budget
CUST00387,Premium
CUST00388,Budget
CUST00389,Budget
CUST00390,Premium
CUST00391,Premium
CUST00392,Enterprise
CUST00393,Regular
CUST00394,Regular
CUST00395,Budget
CUST00396,Enterprise
CUST00397,Enterprise
CUST00398,Budget
CUST00399,Regular
CUST00400,Premium
CUST00401,Budget
CUST00402,Regular
CUST00403,Regular
CUST00404,Enterprise
CUST00405,Premium
CUST00406,Regular
CUST00407,Premium
CUST00408,Regular
CUST00409,Premium
CUST00410,Premium
CUST00411,Premium
CUST00412,Regular
CUST00413,Budget
CUST00414,Regular
CUST00415,Enterprise
CUST00416,Regular
CUST00417,Regular
CUST00418,Budget
CUST00419,Regular
CUST00420,Enterprise
CUST00421,Premium
CUST00422,Enterprise
CUST00423,Premium
CUST00424,Budget
CUST00425,Regular
CUST00426,Enterprise
CUST00427,Premium
CUST00428,Regular
CUST00429,Enterprise
CUST00430,Regular
CUST00431,Regular
CUST00432,Budget
CUST00433,Regular
CUST00434,Regular
CUST00435,Regular
CUST00436,Enterprise
CUST00437,Premium
CUST00438,Regular
CUST00439,Enterprise
CUST00440,Budget
CUST00441,Regular
CUST00442,Regular
CUST00443,Regular
CUST00444,Regular
CUST00445,Regular
CUST00446,Regular
CUST00447,Regular
CUST00448,Premium
CUST00449,Enterprise
CUST00450,Enterprise
CUST00451,Budget
CUST00452,Regular
CUST00453,Regular
CUST00454,Budget
CUST00455,Budget
CUST00456,Regular
CUST00457,Enterprise
CUST00458,Budget
CUST00459,Enterprise
CUST00460,Budget
CUST00461,Regular
CUST00462,Regular
CUST00463,Enterprise
CUST00464,Budget
CUST00465,Premium
CUST00466,Premium
CUST00467,Regular
CUST00468,Budget
CUST00469,Enterprise
CUST00470,Regular
CUST00471,Regular
CUST00472,Regular
CUST00473,Enterprise
CUST00474,Budget
CUST00475,Budget
CUST00476,Regular
CUST00477,Regular
CUST00478,Regular
CUST00479,Premium
CUST00480,Budget
CUST00481,Budget
CUST00482,Enterprise
CUST00483,Enterprise
CUST00484,Regular
CUST00485,Budget
CUST00486,Enterprise
CUST00487,Budget
CUST00488,Regular
CUST00489,Regular
CUST00490,Premium
CUST00491,Enterprise
CUST00492,Regular
CUST00493,Regular
CUST00494,Budget
CUST00495,Regular
CUST00496,Regular
CUST00497,Premium
CUST00498,Budget
CUST00499,Regular
CUST00500,Budget
CUST00501,Regular
CUST00502,Budget
CUST00503,Regular
CUST00504,Regular
CUST00505,Budget
CUST00506,Regular
CUST00507,Premium
CUST00508,Premium
CUST00509,Budget
CUST00510,Regular
CUST00511,Budget
CUST00512,Regular
CUST00513,Premium
CUST00514,Premium
CUST00515,Regular
CUST00516,Regular
CUST00517,Regular
CUST00518,Regular
CUST00519,Enterprise
CUST00520,Regular
CUST00521,Regular
CUST00522,Budget
CUST00523,Regular
CUST00524,Regular
CUST00525,Budget
CUST00526,Enterprise
CUST00527,Premium
CUST00528,Enterprise
CUST00529,Regular
CUST00530,Regular
CUST00531,Regular
CUST00532,Enterprise
CUST00533,Regular
CUST00534,Regular
CUST00535,Regular
CUST00536,Regular
CUST00537,Premium
CUST00538,Premium
CUST00539,Premium
CUST00540,Regular
CUST00541,Premium
CUST00542,Regular
CUST00543,Regular
CUST00544,Regular
CUST00545,Budget
CUST00546,Regular
CUST00547,Budget
CUST00548,Regular
CUST00549,Regular
CUST00550,Premium
CUST00551,Regular
CUST00552,Regular
CUST00553,Regular
CUST00554,Premium
CUST00555,Premium
CUST00556,Regular
CUST00557,Regular
CUST00558,Regular
CUST00559,Regular
CUST00560,Budget
CUST00561,Premium
CUST00562,Budget
CUST00563,Regular
CUST00564,Premium
CUST00565,Budget
CUST00566,Enterprise
CUST00567,Premium
CUST00568,Regular
CUST00569,Budget
CUST00570,Budget
CUST00571,Regular
CUST00572,Regular
CUST00573,Regular
CUST00574,Regular
CUST00575,Regular
CUST00576,Regular
CUST00577,Regular
CUST00578,Budget
CUST00579,Premium
CUST00580,Regular
CUST00581,Budget
CUST00582,Budget
CUST00583,Regular
CUST00584,Regular
CUST00585,Premium
CUST00586,Regular
CUST00587,Regular
CUST00588,Regular
CUST00589,Regular
CUST00590,Regular
CUST00591,Premium
CUST00592,Regular
CUST00593,Regular
CUST00594,Regular
CUST00595,Premium
CUST00596,Budget
CUST00597,Regular
CUST00598,Budget
CUST00599,Budget
CUST00600,Regular
CUST00601,Premium
CUST00602,Regular
CUST00603,Regular
CUST00604,Budget
CUST00605,Regular
CUST00606,Premium
CUST00607,Regular
CUST00608,Regular
CUST00609,Regular
CUST00610,Regular
CUST00611,Regular
CUST00612,Enterprise
CUST00613,Regular
CUST00614,Regular
CUST00615,Premium
CUST00616,Regular
CUST00617,Regular
CUST00618,Regular
CUST00619,Regular
CUST00620,Regular
CUST00621,Regular
CUST00622,Budget
CUST00623,Premium
CUST00624,Regular
CUST00625,Regular
CUST00626,Enterprise
CUST00627,Premium
CUST00628,Regular
CUST00629,Enterprise
CUST00630,Budget
CUST00631,Budget
CUST00632,Regular
CUST00633,Regular
CUST00634,Budget
CUST00635,Enterprise
CUST00636,Regular
CUST00637,Regular
CUST00638,Regular
CUST00639,Budget
CUST00640,Regular
CUST00641,Regular
CUST00642,Regular
CUST00643,Regular
CUST00644,Regular
CUST00645,Premium
CUST00646,Regular
CUST00647,Regular
CUST00648,Regular
CUST00649,Regular
CUST00650,Regular
CUST00651,Regular
CUST00652,Premium
CUST00653,Regular
CUST00654,Premium
CUST00655,Premium
CUST00656,Enterprise
CUST00657,Regular
CUST00658,Budget
CUST00659,Regular
CUST00660,Budget
CUST00661,Budget
CUST00662,Regular
CUST00663,Regular
CUST00664,Regular
CUST00665,Regular
CUST00666,Enterprise
CUST00667,Budget
CUST00668,Enterprise
CUST00669,Premium
CUST00670,Budget
CUST00671,Enterprise
CUST00672,Regular
CUST00673,Premium
CUST00674,Budget
CUST00675,Regular
CUST00676,Budget
CUST00677,Premium
CUST00678,Budget
CUST00679,Regular
CUST00680,Regular
CUST00681,Regular
CUST00682,Budget
CUST00683,Budget
CUST00684,Regular
CUST00685,Regular
CUST00686,Budget
CUST00687,Regular
CUST00688,Budget
CUST00689,Regular
CUST00690,Regular
CUST00691,Regular
CUST00692,Regular
CUST00693,Budget
CUST00694,Regular
CUST00695,Regular
CUST00696,Budget
CUST00697,Regular
CUST00698,Regular
CUST00699,Enterprise
CUST00700,Regular
CUST00701,Premium
CUST00702,Enterprise
CUST00703,Regular
CUST00704,Regular
CUST00705,Premium
CUST00706,Budget
CUST00707,Regular
CUST00708,Regular
CUST00709,Budget
CUST00710,Budget
CUST00711,Regular
CUST00712,Regular
CUST00713,Regular
CUST00714,Budget
CUST00715,Premium
CUST00716,Regular
CUST00717,Budget
CUST00718,Budget
CUST00719,Regular
CUST00720,Budget
CUST00721,Premium
CUST00722,Budget
CUST00723,Premium
CUST00724,Regular
CUST00725,Budget
CUST00726,Premium
CUST00727,Regular
CUST00728,Budget
CUST00729,Budget
CUST00730,Regular
CUST00731,Budget
CUST00732,Regular
CUST00733,Regular
CUST00734,Regular
CUST00735,Regular
CUST00736,Enterprise
CUST00737,Regular
CUST00738,Regular
CUST00739,Regular
CUST00740,Enterprise
CUST00741,Regular
CUST00742,Regular
CUST00743,Regular
CUST00744,Regular
CUST00745,Premium
CUST00746,Budget
CUST00747,Enterprise
CUST00748,Regular
CUST00749,Budget
CUST00750,Enterprise
CUST00751,Budget
CUST00752,Regular
CUST00753,Regular
CUST00754,Regular
CUST00755,Regular
CUST00756,Budget
CUST00757,Enterprise
CUST00758,Enterprise
CUST00759,Regular
CUST00760,Premium
CUST00761,Enterprise
CUST00762,Budget
CUST00763,Premium
CUST00764,Enterprise
CUST00765,Budget
CUST00766,Regular
CUST00767,Regular
CUST00768,Regular
CUST00769,Premium
CUST00770,Regular
CUST00771,Budget
CUST00772,Premium
CUST00773,Regular
CUST00774,Regular
CUST00775,Regular
CUST00776,Enterprise
CUST00777,Regular
CUST00778,Regular
CUST00779,Budget
CUST00780,Regular
CUST00781,Regular
CUST00782,Regular
CUST00783,Premium
CUST00784,Regular
CUST00785,Regular
CUST00786,Regular
CUST00787,Enterprise
CUST00788,Regular
CUST00789,Regular
CUST00790,Regular
CUST00791,Premium
CUST00792,Budget
CUST00793,Regular
CUST00794,Enterprise
CUST00795,Premium
CUST00796,Regular
CUST00797,Premium
CUST00798,Enterprise
CUST00799,Regular
CUST00800,Regular
CUST00801,Premium
CUST00802,Budget
CUST00803,Regular
CUST00804,Budget
CUST00805,Regular
CUST00806,Regular
CUST00807,Premium
CUST00808,Regular
CUST00809,Regular
CUST00810,Premium
CUST00811,Budget
CUST00812,Regular
CUST00813,Regular
CUST00814,Regular
CUST00815,Regular
CUST00816,Regular
CUST00817,Regular
CUST00818,Regular
CUST00819,Budget
CUST00820,Enterprise
CUST00821,Regular
CUST00822,Regular
CUST00823,Regular
CUST00824,Regular
CUST00825,Premium
CUST00826,Regular
CUST00827,Budget
CUST00828,Budget
CUST00829,Premium
CUST00830,Regular
CUST00831,Regular
CUST00832,Budget
CUST00833,Premium
CUST00834,Premium
CUST00835,Budget
CUST00836,Regular
CUST00837,Budget
CUST00838,Regular
CUST00839,Premium
CUST00840,Regular
CUST00841,Budget
CUST00842,Budget
CUST00843,Budget
CUST00844,Regular
CUST00845,Budget
CUST00846,Regular
CUST00847,Regular
CUST00848,Budget
CUST00849,Premium
CUST00850,Premium
CUST00851,Regular
CUST00852,Premium
CUST00853,Regular
CUST00854,Regular
CUST00855,Regular
CUST00856,Budget
CUST00857,Budget
CUST00858,Regular
CUST00859,Regular
CUST00860,Regular
CUST00861,Regular
CUST00862,Regular
CUST00863,Regular
CUST00864,Regular
CUST00865,Regular
CUST00866,Regular
CUST00867,Regular
CUST00868,Enterprise
CUST00869,Budget
CUST00870,Premium
CUST00871,Budget
CUST00872,Regular
CUST00873,Budget
CUST00874,Budget
CUST00875,Regular
CUST00876,Premium
CUST00877,Regular
CUST00878,Regular
CUST00879,Regular
CUST00880,Regular
CUST00881,Premium
CUST00882,Budget
CUST00883,Enterprise
CUST00884,Regular
CUST00885,Regular
CUST00886,Regular
CUST00887,Premium
CUST00888,Enterprise
CUST00889,Premium
CUST00890,Regular
CUST00891,Regular
CUST00892,Regular
CUST00893,Budget
CUST00894,Budget
CUST00895,Regular
CUST00896,Premium
CUST00897,Premium
CUST00898,Enterprise
CUST00899,Budget
CUST00900,Regular
CUST00901,Regular
CUST00902,Budget
CUST00903,Regular
CUST00904,Enterprise
CUST00905,Regular
CUST00906,Regular
CUST00907,Regular
CUST00908,Premium
CUST00909,Regular
CUST00910,Budget
CUST00911,Premium
CUST00912,Regular
CUST00913,Regular
CUST00914,Regular
CUST00915,Regular
CUST00916,Regular
CUST00917,Budget
CUST00918,Regular
CUST00919,Regular
CUST00920,Regular
CUST00921,Budget
CUST00922,Enterprise
CUST00923,Budget
CUST00924,Regular
CUST00925,Premium
CUST00926,Regular
CUST00927,Regular
CUST00928,Premium
CUST00929,Regular
CUST00930,Regular
CUST00931,Regular
CUST00932,Budget
CUST00933,Premium
CUST00934,Premium
CUST00935,Budget
CUST00936,Regular
CUST00937,Budget
CUST00938,Regular
CUST00939,Regular
CUST00940,Budget
CUST00941,Budget
CUST00942,Budget
CUST00943,Regular
CUST00944,Regular
CUST00945,Regular
CUST00946,Premium
CUST00947,Enterprise
CUST00948,Premium
CUST00949,Enterprise
CUST00950,Regular
CUST00951,Regular
CUST00952,Regular
CUST00953,Budget
CUST00954,Budget
CUST00955,Budget
CUST00956,Budget
CUST00957,Budget
CUST00958,Budget
CUST00959,Regular
CUST00960,Regular
CUST00961,Regular
CUST00962,Enterprise
CUST00963,Enterprise
CUST00964,Premium
CUST00965,Budget
CUST00966,Enterprise
CUST00967,Regular
CUST00968,Regular
CUST00969,Enterprise
CUST00970,Premium
CUST00971,Budget
CUST00972,Regular
CUST00973,Enterprise
CUST00974,Enterprise
CUST00975,Enterprise
CUST00976,Regular
CUST00977,Budget
CUST00978,Budget
CUST00979,Regular
CUST00980,Budget
CUST00981,Premium
CUST00982,Regular
CUST00983,Regular
CUST00984,Premium
CUST00985,Premium
CUST00986,Budget
CUST00987,Regular
CUST00988,Budget
CUST00989,Premium
CUST00990,Regular
CUST00991,Regular
CUST00992,Budget
CUST00993,Regular
CUST00994,Regular
CUST00995,Budget
CUST00996,Regular
CUST00997,Regular
CUST00998,Premium
CUST00999,Budget
CUST01000,Premium
CUST01001,Budget
CUST01002,Regular
CUST01003,Enterprise
CUST01004,Budget
CUST01005,Enterprise
CUST01006,Regular
CUST01007,Budget
CUST01008,Regular
CUST01009,Regular
CUST01010,Regular
CUST01011,Budget
CUST01012,Enterprise
CUST01013,Budget
CUST01014,Regular
CUST01015,Regular
CUST01016,Budget
CUST01017,Regular
CUST01018,Premium
CUST01019,Regular
CUST01020,Regular
CUST01021,Regular
CUST01022,Regular
CUST01023,Premium
CUST01024,Premium
CUST01025,Enterprise
CUST01026,Regular
CUST01027,Regular
CUST01028,Budget
CUST01029,Regular
CUST01030,Enterprise
CUST01031,Budget
CUST01032,Premium
CUST01033,Regular
CUST01034,Budget
CUST01035,Enterprise
CUST01036,Regular
CUST01037,Regular
CUST01038,Regular
CUST01039,Enterprise
CUST01040,Regular
CUST01041,Enterprise
CUST01042,Regular
CUST01043,Regular
CUST01044,Regular
CUST01045,Regular
CUST01046,Regular
CUST01047,Regular
CUST01048,Regular
CUST01049,Budget
CUST01050,Regular
CUST01051,Premium
CUST01052,Enterprise
CUST01053,Budget
CUST01054,Enterprise
CUST01055,Enterprise
CUST01056,Regular
CUST01057,Regular
CUST01058,Budget
CUST01059,Budget
CUST01060,Regular
CUST01061,Budget
CUST01062,Regular
CUST01063,Regular
CUST01064,Regular
CUST01065,Regular
CUST01066,Regular
CUST01067,Premium
CUST01068,Budget
CUST01069,Regular
CUST01070,Premium
CUST01071,Budget
CUST01072,Enterprise
CUST01073,Budget
CUST01074,Budget
CUST01075,Budget
CUST01076,Regular
CUST01077,Premium
CUST01078,Regular
CUST01079,Regular
CUST01080,Regular
CUST01081,Budget
CUST01082,Regular
CUST01083,Premium
CUST01084,Regular
CUST01085,Budget
CUST01086,Premium
CUST01087,Budget
CUST01088,Regular
CUST01089,Regular
CUST01090,Regular
CUST01091,Budget
CUST01092,Regular
CUST01093,Budget
CUST01094,Regular
CUST01095,Regular
CUST01096,Budget
CUST01097,Budget
CUST01098,Budget
CUST01099,Budget
CUST01100,Budget
CUST01101,Budget
CUST01102,Budget
CUST01103,Budget
CUST01104,Budget
CUST01105,Regular
CUST01106,Budget
CUST01107,Regular
CUST01108,Budget
CUST01109,Budget
CUST01110,Premium
CUST01111,Budget
CUST01112,Premium
CUST01113,Regular
CUST01114,Budget
CUST01115,Regular
CUST01116,Budget
CUST01117,Budget
CUST01118,Regular
CUST01119,Premium
CUST01120,Regular
CUST01121,Regular
CUST01122,Enterprise
CUST01123,Regular
CUST01124,Regular
CUST01125,Regular
CUST01126,Regular
CUST01127,Budget
CUST01128,Premium
CUST01129,Budget
CUST01130,Regular
CUST01131,Enterprise
CUST01132,Regular
CUST01133,Regular
CUST01134,Enterprise
CUST01135,Premium
CUST01136,Enterprise
CUST01137,Budget
CUST01138,Premium
CUST01139,Regular
CUST01140,Budget
CUST01141,Premium
CUST01142,Regular
CUST01143,Regular
CUST01144,Regular
CUST01145,Premium
CUST01146,Budget
CUST01147,Enterprise
CUST01148,Enterprise
CUST01149,Budget
CUST01150,Premium
CUST01151,Budget
CUST01152,Premium
CUST01153,Premium
CUST01154,Regular
CUST01155,Regular
CUST01156,Budget
CUST01157,Budget
CUST01158,Regular
CUST01159,Regular
CUST01160,Enterprise
CUST01161,Regular
CUST01162,Regular
CUST01163,Regular
CUST01164,Budget
CUST01165,Budget
CUST01166,Regular
CUST01167,Premium
CUST01168,Budget
CUST01169,Budget
CUST01170,Regular
CUST01171,Enterprise
CUST01172,Regular
CUST01173,Regular
CUST01174,Enterprise
CUST01175,Regular
CUST01176,Regular
CUST01177,Regular
CUST01178,Regular
CUST01179,Enterprise
CUST01180,Regular
CUST01181,Budget
CUST01182,Regular
CUST01183,Regular
CUST01184,Premium
CUST01185,Budget
CUST01186,Regular
CUST01187,Budget
CUST01188,Regular
CUST01189,Enterprise
CUST01190,Regular
CUST01191,Budget
CUST01192,Budget
CUST01193,Budget
CUST01194,Budget
CUST01195,Budget
CUST01196,Regular
CUST01197,Premium
CUST01198,Premium
CUST01199,Enterprise
CUST01200,Regular
CUST01201,Budget
CUST01202,Regular
CUST01203,Premium
CUST01204,Premium
CUST01205,Budget
CUST01206,Regular
CUST01207,Regular
CUST01208,Regular
CUST01209,Premium
CUST01210,Regular
CUST01211,Regular
CUST01212,Budget
CUST01213,Regular
CUST01214,Regular
CUST01215,Premium
CUST01216,Premium
CUST01217,Regular
CUST01218,Regular
CUST01219,Regular
CUST01220,Regular
CUST01221,Budget
CUST01222,Budget
CUST01223,Budget
CUST01224,Premium
CUST01225,Regular
CUST01226,Premium
CUST01227,Regular
CUST01228,Enterprise
CUST01229,Premium
CUST01230,Regular
CUST01231,Regular
CUST01232,Budget
CUST01233,Regular
CUST01234,Premium
CUST01235,Regular
CUST01236,Regular
CUST01237,Premium
CUST01238,Regular
CUST01239,Premium
CUST01240,Premium
CUST01241,Regular
CUST01242,Premium
CUST01243,Regular
CUST01244,Budget
CUST01245,Budget
CUST01246,Regular
CUST01247,Regular
CUST01248,Premium
CUST01249,Regular
CUST01250,Budget
CUST01251,Premium
CUST01252,Enterprise
CUST01253,Premium
CUST01254,Regular
CUST01255,Budget
CUST01256,Budget
CUST01257,Budget
CUST01258,Budget
CUST01259,Regular
CUST01260,Budget
CUST01261,Premium
CUST01262,Budget
CUST01263,Regular
CUST01264,Budget
CUST01265,Regular
CUST01266,Regular
CUST01267,Regular
CUST01268,Budget
CUST01269,Premium
CUST01270,Premium
CUST01271,Regular
CUST01272,Regular
CUST01273,Budget
CUST01274,Regular
CUST01275,Enterprise
CUST01276,Regular
CUST01277,Regular
CUST01278,Budget
CUST01279,Budget
CUST01280,Regular
CUST01281,Regular
CUST01282,Budget
CUST01283,Regular
CUST01284,Enterprise
CUST01285,Enterprise
CUST01286,Budget
CUST01287,Regular
CUST01288,Budget
CUST01289,Premium
CUST01290,Premium
CUST01291,Regular
CUST01292,Regular
CUST01293,Budget
CUST01294,Budget
CUST01295,Budget
CUST01296,Regular
CUST01297,Regular
CUST01298,Regular
CUST01299,Enterprise
CUST01300,Premium
CUST01301,Budget
CUST01302,Regular
CUST01303,Regular
CUST01304,Budget
CUST01305,Regular
CUST01306,Budget
CUST01307,Enterprise
CUST01308,Regular
CUST01309,Regular
CUST01310,Regular
CUST01311,Enterprise
CUST01312,Regular
CUST01313,Regular
CUST01314,Regular
CUST01315,Budget
CUST01316,Premium
CUST01317,Budget
CUST01318,Enterprise
CUST01319,Regular
CUST01320,Regular
CUST01321,Enterprise
CUST01322,Regular
CUST01323,Budget
CUST01324,Regular
CUST01325,Regular
CUST01326,Budget
CUST01327,Regular
CUST01328,Regular
CUST01329,Regular
CUST01330,Regular
CUST01331,Regular
CUST01332,Regular
CUST01333,Enterprise
CUST01334,Regular
CUST01335,Budget
CUST01336,Regular
CUST01337,Budget
CUST01338,Premium
CUST01339,Enterprise
CUST01340,Regular
CUST01341,Regular
CUST01342,Premium
CUST01343,Regular
CUST01344,Regular
CUST01345,Regular
CUST01346,Budget
CUST01347,Regular
CUST01348,Regular
CUST01349,Regular
CUST01350,Budget
CUST01351,Regular
CUST01352,Regular
CUST01353,Premium
CUST01354,Budget
CUST01355,Budget
CUST01356,Regular
CUST01357,Budget
CUST01358,Budget
CUST01359,Regular
CUST01360,Budget
CUST01361,Regular
CUST01362,Premium
CUST01363,Regular
CUST01364,Premium
CUST01365,Regular
CUST01366,Enterprise
CUST01367,Premium
CUST01368,Premium
CUST01369,Regular
